Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control,
SO82-5-2,,1.55,1.28,3.92,1.28,3.92,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.56,1.08,3.96,1.08,3.96,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.575,1.28,3.79,1.28,3.79,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.58,1.28,3.79,1.28,3.79,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.6,1.41,3.84,1.41,3.84,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.61,1.26,3.9,1.26,3.9,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.62,1.28,3.77,1.28,3.77,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.625,1.28,3.77,1.28,3.77,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.64,1.45,4.03,1.45,4.03,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.65,1.47,4.05,1.47,4.05,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.66,1.51,4.19,1.51,4.19,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.675,1.4,4.11,1.4,4.11,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.68,1.4,4.11,1.4,4.11,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.69,1.33,3.97,1.33,3.97,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.7,1.67,4.21,1.67,4.21,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.71,1.74,4.39,1.74,4.39,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.8,1.54,3.75,1.54,3.75,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.81,1.44,4.14,1.44,4.14,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.82,0.94,3.65,0.94,3.65,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.837,1.24,3.69,1.24,3.69,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.84,1.35,3.73,1.35,3.73,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.85,1.32,3.77,1.32,3.77,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.86,1.24,3.64,1.24,3.64,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.875,1.3,3.52,1.3,3.52,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.88,1.3,3.52,1.3,3.52,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.9,1.35,3.64,1.35,3.64,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.91,1.15,3.74,1.15,3.74,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.92,1.36,3.71,1.36,3.71,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.925,1.36,3.71,1.36,3.71,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.95,1.2,3.68,1.2,3.68,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.975,1.41,3.72,1.41,3.72,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.98,1.41,3.72,1.41,3.72,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,1.99,1.33,3.52,1.33,3.52,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2,1.23,3.71,1.23,3.71,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.02,1.38,3.64,1.38,3.64,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.025,1.38,3.64,1.38,3.64,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.05,1.5,3.9,1.5,3.9,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.08,1.17,3.66,1.17,3.66,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.1,1.41,3.72,1.41,3.72,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.11,0.85,3.58,0.85,3.58,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
SO82-5-2,,2.12,0.7,3.21,0.7,3.21,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Jonkers et al. 2020 compilation,"Cannot get citation for doi: 10.2312/reports-sfb313.1996.61, probably a report. AND Van Kreveld, S., Sarnthein, M., Erlenkeuser, H., Grootes, P., Jung, S., Nadeau, M. J., Pflaumann, U. and Voelker, A.: Potential links between surging ice sheets, circulation changes, and the Dansgaard-Oeschger Cycles in the Irminger Sea, 60-18 Kyr, Paleoceanography, 15(4), 425–442, doi:10.1029/1999pa000464, 2000.",,https://doi.pangaea.de/10.1594/PANGAEA.201812, https://doi.pangaea.de/10.1594/PANGAEA.261313,1
